91ad2c104f905a250881f99c0e9ed798 37f9feda3581bcd77bc6e5498618e8c2 1
427fe8b8c935f63d8e7678768efe3d16 1dc9625139dde3c1973e59ce8732fe26 1
dc14f45a58360c7a9ef3c2d34cd23b12 143402e92eb15b27ffdca4314e01c4f6 1
1a778cbc9c76a6025f1f32c6afba6638 2c3870027f3615ea6c09bcb692203bd4 0
6bec57b38ab9bd8c6e28c8a7ff86ee7e 24f4bd40b3469473e10dab7b21631ec6 0
208597b3f98ede3bbb3771dd97897ebd b96b6ceefe5c50faaedcfcc876e4ecc2 0
cd8443131b51e5a2286ae7158d9d0aa3 a5c1aa7823aaebf279dc3c992665e330 1
1df89161bcfc35b7bdd77f642f6bbfd6 6ced0d801fb2140d44fbe01583b2c31f 1
a644a481360e3ab9665d1cdcd6842f64 b17bfa578a66ac946953218a035156df 1
ac86d52daaf391724f8d41c19b74c78d 4e7dc897415c429367251dc5e323cc99 1
6b6105a59ba1f35974b5560b6909d7e2 5f2578abb22e1f7bd42746f8476c01f0 1
dae5361cca60ac2f5ea9d520b277aac9 16f3cf8ad7b6c9cda26314d7e4611845 0
0c11ffd85712fa65fd4f090470413312 76544b95acf0eb6d1edfc682ee5a16ed 0
79651466a8f84dae4af18320682fa942 c37ef78fcf5909f4d193c1f8b1a8ee59 0
a8f4ab5067af7fab142674936bb0d801 d22b11e945ed8d08a126db0b99bc7db5 1
1ccdbdfee0c1163a7a196472995c7d29 6ae9b9971b313fa676f2e4cfa190050a 0
04bdb27193e0f1ed8643ab82f2ee0342 de69530f48a143caf22b9f60c226b60a 0
2251583c61cdafce3529ca0ac28f6bed e0859a5660a75b435086be14ed5e5471 1
6b813c30f2812124c855ededa7ab5fa0 c92c920a3bc7c86465c18449c19f7c6f 1
ed4595ba9f5aa51bd065660050b8dce5 158d9d9488a74b9d5a811d358e601b42 1
2cb6f45e50869e999151d325147908e6 1e253b0b87757a99713debb7201c776d 0
587e4e49722db610badf8be71c13a80d 8f70bfb16a2a4253683b2910a5a3084b 0
3af9ff4228f3bedfa05daf832dacc1b4 f3e2513ca90dbae38d8993dfae128062 1
6962c7ef41680f18a0ae6cd7a2b0740f 1ecd7dd7aadd1ed3ce4d894cdf317228 0
20df8476f313fb50a973b4fdfb93ee7a e7f4bffd3d40024f28fa77cd103b4d37 1
d77034231b1d7f18125595f7b70454a2 5c7fa809b06e6c2591ae5df19aff6b2d 0
b3b8773bd6eec5434159ee6734150826 465ebad5e1305b8a6661589f0774323a 1
a37ed37514e8f5dc833b6ba9669a092c 4ca0a95c96ba547833c3fc4f7b7a573a 1
c9eaf871cdab14b8513051967428fa9b 8a3991c32bfae257f1b94c5ff64d288a 1
ec5db37ebd8dd48cad430f10f99ebe89 81d49e954f61d56e7be672c6aa98b154 0
86ac83f0e7559beec3c4afad411c8c23 c18e365110e68ff442f1b641bc9cd0cf 0
0ff08e4f489d37ecbefac71c681d43a2 0213431ca3952e8a22a6a26a73b9354e 1
ee57ad3ef8676ed7af3c5a0cd6cc6372 4306514e0f2e297ad8415dfb56bd10e6 1
75953d0e40b38b4c5073e9311a5558f5 07441b194a5ac34abd4eddde695deeb5 1
e477956e4b3f6a7f8e457bd57fb7f62f 131ef66bb2e1877c90de5fb37b5a83b1 1
2ebb2d71af16c73649342f28c3dd4a74 03dd56f489695729d88364faf58cb10e 1
1198ce882ba5210023997ff087e512e5 cbd259cb2e0d40f0524c905b0e2b185e 1
c3ad617a174296cad416bef27c5d0a13 313938cb45fb12034a8fe9e831f740c6 1
2a1a72582c08eee48ad494c54d0c6188 93bb976dc9e818d25e888e602a496159 0
dd7596d52c26a5d580200a5cb10a4a62 a9c1bdd531f9293a0a63355aa5dac605 0
7fa9f50f0c7552516acb98d055c3572c d185b7778f9a817d3c481f1398e60978 0
f3f58cf82520a5554686a8792accca2f c1b356ef16326be7aeb08df6201e760a 1
aa73f7cb0f4c7d75f93f5fb47ce342e8 8f2fe7fb4afe0fa23644e767d7f2e2d5 0
dba1fa0e2202cc78392fd7f11b1530a1 987e824b8b6cf363b034b535a7c19b3b 0
3d0872a110f018ed340dfaa845fea4f4 6653eddfacccb8692adaa0f0494b2f51 0
